rating,title,text,images,asin,parent_asin,user_id,timestamp,helpful_vote,verified_purchase,text_clean,title_clean,full_text,sentiment,ai_sentiment,keywords,complaint
5.0,Makes Shopping Easier,My gift was well received. I would use this again👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻,[],B0091JKLN2,B0091JKLN2,AHKQCLSBQZZFKXMICWCL5RAXPJMA,1500701254651,0,True,My gift was well received. I would use this again👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻,Makes Shopping Easier,Makes Shopping Easier. My gift was well received. I would use this again👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻,正面,,,
5.0,Easy to purchase,Good value,[],B00IX1I3G6,B00IX1I3G6,AEUECZFYVQCQ7OFZ2SQWYAP64GJA,1587715273663,0,True,Good value,Easy to purchase,Easy to purchase. Good value,正面,,,
5.0,Five Stars,"I used this so I could use multiple payment sources, will definitely use it again.",[],B00IX1I3G6,B00IX1I3G6,AGBC6QL4KQQPGU3B5TN6BPZNVT6Q,1416780161000,0,True,"I used this so I could use multiple payment sources, will definitely use it again.",Five Stars,"Five Stars. I used this so I could use multiple payment sources, will definitely use it again.",正面,,,
4.0,Easy,Easy to reload and use,[],B00IX1I3G6,B00IX1I3G6,AHVZ5DAFBNQRU3JE6OXUOCXFSM6A,1479163737000,1,True,Easy to reload and use,Easy,Easy. Easy to reload and use,正面,,,
5.0,Great Gift,Amazon Gift Card is always a great gift!,[],B01K8RK2KW,B01K8RK2KW,AFSH2ADUKP7QBX2P6BCWUKZYE5NQ,1483842333000,0,True,Amazon Gift Card is always a great gift!,Great Gift,Great Gift. Amazon Gift Card is always a great gift!,正面,,,
5.0,Five Stars,The tin made it extra special. Thank you,[],B01DCN8P2Q,B00ADR2LV6,AF5PSFCS64I5CGSNI5Z5CJJB4QEA,1515677708359,0,True,The tin made it extra special. Thank you,Five Stars,Five Stars. The tin made it extra special. Thank you,正面,,,
5.0,Five Stars,its just a gift card,[],B00AR51Y5I,B00BXLW2AQ,AFVBLZOM7T7MR4IDBZSYYA3USZ6A,1434412105000,0,True,its just a gift card,Five Stars,Five Stars. its just a gift card,正面,,,
5.0,Five Stars,It's just a gift card.,[],B001H53QDK,B001H53QDK,AFVBLZOM7T7MR4IDBZSYYA3USZ6A,1434411758000,0,True,It's just a gift card.,Five Stars,Five Stars. It's just a gift card.,正面,,,
5.0,Five Stars,It's just a gift card.,[],B00AS527QW,B00BXLVJP0,AFVBLZOM7T7MR4IDBZSYYA3USZ6A,1434411554000,0,True,It's just a gift card.,Five Stars,Five Stars. It's just a gift card.,正面,,,
5.0,Five Stars,It's a gift card...,[],B00911NGTG,B00BXLTPEC,AFVBLZOM7T7MR4IDBZSYYA3USZ6A,1434411166000,0,True,It's a gift card...,Five Stars,Five Stars. It's a gift card...,正面,,,
5.0,Five Stars,It's a gift card!,[],B006PJI03Y,B00BXLW6T8,AFVBLZOM7T7MR4IDBZSYYA3USZ6A,1434410910000,0,True,It's a gift card!,Five Stars,Five Stars. It's a gift card!,正面,,,
3.0,Three Stars,its a gift card,[],B01I4ADJVY,BT00CTOUNS,AE7AA6RPELCN74MC5C72NLODZELA,1488296029000,0,True,its a gift card,Three Stars,Three Stars. its a gift card,中性,中性,礼品卡,[无]
5.0,Easy to use!,Love adding a custom amount. Great for a monthly Amazon budget,[],B086KKT3RX,B086KKT3RX,AFMVQ37GSDGMU3JVG6AGL5SAATLQ,1663646780999,0,True,Love adding a custom amount. Great for a monthly Amazon budget,Easy to use!,Easy to use!. Love adding a custom amount. Great for a monthly Amazon budget,正面,,,
5.0,Gift Cards,"I bought a gift card for myself,  with another gift card I received so I do not need to register the card and then remove it.",[],B00IX1I3G6,B00IX1I3G6,AFMKRGS25NE4HPMVPBDC6M2BKUYA,1598620685330,0,True,"I bought a gift card for myself, with another gift card I received so I do not need to register the card and then remove it.",Gift Cards,"Gift Cards. I bought a gift card for myself, with another gift card I received so I do not need to register the card and then remove it.",正面,,,
5.0,Everyone loves them,What can you say about a gift card. Everyone loves them,[],B01K8RMDO0,B077N4CNVJ,AFPTVMYVXZNH3U4FFDNSSUXSDPNA,1553691854778,0,True,What can you say about a gift card. Everyone loves them,Everyone loves them,Everyone loves them. What can you say about a gift card. Everyone loves them,正面,,,
5.0,Five Stars,perfect for small gifts or gift cards,[],B00P08BVBO,B00P08BVBO,AFPTVMYVXZNH3U4FFDNSSUXSDPNA,1448067743000,0,True,perfect for small gifts or gift cards,Five Stars,Five Stars. perfect for small gifts or gift cards,正面,,,
2.0,Such a hassle to use!,"There are so many issues with this card! They have many restrictions. It is so annoying trying to check your balance online. I kept having to do the verification over and it kept giving error messages. In order to not be bothered with the cards, I added the remaining balance to my Amazon account.",[],B07HJD9FVV,B07HJD9FVV,AFKFGAKYW7CSKWQNZE4CIPW66TJQ,1674848067691,1,True,"There are so many issues with this card! They have many restrictions. It is so annoying trying to check your balance online. I kept having to do the verification over and it kept giving error messages. In order to not be bothered with the cards, I added the remaining balance to my Amazon account.",Such a hassle to use!,"Such a hassle to use!. There are so many issues with this card! They have many restrictions. It is so annoying trying to check your balance online. I kept having to do the verification over and it kept giving error messages. In order to not be bothered with the cards, I added the remaining balance to my Amazon account.",负面,负面,"使用麻烦, 限制多",[在线查余额困难]
4.0,Pretty Enough Box and Bow for Any Occasion,"It's a $25 gift card. I bought it to take advantage of an Alexa/Echo offer. The box and bow are attractive but they were in the garbage in five minutes and a few minutes after that the credit balance was in my account. Sending the pretty box and bow was nice and only other option was a white gift box with bow. Why I couldn't have been emailed the $25 code I don't know but I actually feel a little guilty for Amazon wrapping this up nicely and shipping it overnight. I'd have been happy with a code to copy, paste and redeem. Now all Amazon had to do, as promised, is email my $5 voucher for buying this $25 card.",[],B0160LI5T0,B0160LI5T0,AFUSWNVA72MMWHGYWJ652SYX2JJQ,1492020892000,2,True,"It's a $25 gift card. I bought it to take advantage of an Alexa/Echo offer. The box and bow are attractive but they were in the garbage in five minutes and a few minutes after that the credit balance was in my account. Sending the pretty box and bow was nice and only other option was a white gift box with bow. Why I couldn't have been emailed the $25 code I don't know but I actually feel a little guilty for Amazon wrapping this up nicely and shipping it overnight. I'd have been happy with a code to copy, paste and redeem. Now all Amazon had to do, as promised, is email my $5 voucher for buying this $25 card.",Pretty Enough Box and Bow for Any Occasion,"Pretty Enough Box and Bow for Any Occasion. It's a $25 gift card. I bought it to take advantage of an Alexa/Echo offer. The box and bow are attractive but they were in the garbage in five minutes and a few minutes after that the credit balance was in my account. Sending the pretty box and bow was nice and only other option was a white gift box with bow. Why I couldn't have been emailed the $25 code I don't know but I actually feel a little guilty for Amazon wrapping this up nicely and shipping it overnight. I'd have been happy with a code to copy, paste and redeem. Now all Amazon had to do, as promised, is email my $5 voucher for buying this $25 card.",正面,,,
5.0,Buying Money With Money,"I mean, how do you review adding money to your Amazon gift card balance? I received a prepaid Visa card as a rebate when I bought a new battery for my car. That card wasn't reloadable and it's slightly embarrassing to use a prepaid card with $1.78 or whatever left on it. So I used the prepaid card to add the whole balance into my Amazon account. The process, other than having to take my glasses off to read the card number, went flawlessly. The money was in my Amazon account in five minutes (and spent soon after!). No hassle, no problems. Flawless.",[],B00IX1I3G6,B00IX1I3G6,AFUSWNVA72MMWHGYWJ652SYX2JJQ,1430420198000,0,True,"I mean, how do you review adding money to your Amazon gift card balance? I received a prepaid Visa card as a rebate when I bought a new battery for my car. That card wasn't reloadable and it's slightly embarrassing to use a prepaid card with $1.78 or whatever left on it. So I used the prepaid card to add the whole balance into my Amazon account. The process, other than having to take my glasses off to read the card number, went flawlessly. The money was in my Amazon account in five minutes (and spent soon after!). No hassle, no problems. Flawless.",Buying Money With Money,"Buying Money With Money. I mean, how do you review adding money to your Amazon gift card balance? I received a prepaid Visa card as a rebate when I bought a new battery for my car. That card wasn't reloadable and it's slightly embarrassing to use a prepaid card with $1.78 or whatever left on it. So I used the prepaid card to add the whole balance into my Amazon account. The process, other than having to take my glasses off to read the card number, went flawlessly. The money was in my Amazon account in five minutes (and spent soon after!). No hassle, no problems. Flawless.",正面,,,
5.0,Its easy,Its a reload. Simple easy to spend. Go ahead try it.,[],B00IX1I3G6,B00IX1I3G6,AFWRGOGF4AI2IHRX7KZ2IYL63RXA,1556553142698,0,True,Its a reload. Simple easy to spend. Go ahead try it.,Its easy,Its easy. Its a reload. Simple easy to spend. Go ahead try it.,正面,,,
5.0,"Easy, convenient and accurate.",A simple and helpful way to add to my Amazon account balance.,[],B00IX1I3G6,B00IX1I3G6,AEVRP23ONGIWRUAPURGPAKC4PL2Q,1628794154999,0,True,A simple and helpful way to add to my Amazon account balance.,"Easy, convenient and accurate.","Easy, convenient and accurate.. A simple and helpful way to add to my Amazon account balance.",正面,,,
5.0,"It's there, and easy to use.",All that it is supposed to be.  Quite handy.,[],B07GFQ5B44,B07GFQ5B44,AEVRP23ONGIWRUAPURGPAKC4PL2Q,1558913561187,3,True,All that it is supposed to be. Quite handy.,"It's there, and easy to use.","It's there, and easy to use.. All that it is supposed to be. Quite handy.",正面,,,
5.0,A Little Money In Your Pocket,"Choose your PIN, register it, and have another debit card.",[],B07HJD9FVV,B07HJD9FVV,AEVRP23ONGIWRUAPURGPAKC4PL2Q,1558641640338,0,True,"Choose your PIN, register it, and have another debit card.",A Little Money In Your Pocket,"A Little Money In Your Pocket. Choose your PIN, register it, and have another debit card.",正面,,,
5.0,Christmas,$10 per week is my new way to save for Christmas.  Gives me $500 to spend at Christmas,[],B086KKT3RX,B086KKT3RX,AFIYYBRDVRXL34LSOQDMYNM7WYWA,1654861695912,0,True,$10 per week is my new way to save for Christmas. Gives me $500 to spend at Christmas,Christmas,Christmas. $10 per week is my new way to save for Christmas. Gives me $500 to spend at Christmas,正面,,,
5.0,Great,Great way to save for Christmas,[],B00IX1I3G6,B00IX1I3G6,AFIYYBRDVRXL34LSOQDMYNM7WYWA,1625363180146,0,True,Great way to save for Christmas,Great,Great. Great way to save for Christmas,正面,,,
5.0,Best Gift Idea,I needed a last-minute gift for the holidays and this was a perfect choice. It came in a beautiful box and they loved it.,[],B09ZJ3LCRD,B00ADR2LV6,AHC55DN5VYETY7HNHMOZ7K62V7SQ,1673504075449,0,True,I needed a last-minute gift for the holidays and this was a perfect choice. It came in a beautiful box and they loved it.,Best Gift Idea,Best Gift Idea. I needed a last-minute gift for the holidays and this was a perfect choice. It came in a beautiful box and they loved it.,正面,,,
5.0,Perfect gift at any time,Person I gave it to at Christmas already had things waiting in her cart!!!,[],B0719C5P56,B0719C5P56,AGS47C3SO62X375JL7RWNBKCFXXA,1641589192208,0,True,Person I gave it to at Christmas already had things waiting in her cart!!!,Perfect gift at any time,Perfect gift at any time. Person I gave it to at Christmas already had things waiting in her cart!!!,正面,,,
5.0,Good sandwiches,A little gift for my son,[],B07WT7CKKW,B075SM9RWD,AGS47C3SO62X375JL7RWNBKCFXXA,1615508821706,0,True,A little gift for my son,Good sandwiches,Good sandwiches. A little gift for my son,正面,,,
5.0,Convenient and fast - allows single purchases from multiple funding sources,"For the way I purchase this gift card reload feature is a major convenience. I have multiple sources of cards, and sometimes want to use two to three to make a single purchase. The ability to use a gift card comes in handy in those situations, so being able to reload meets my needs perfectly.<br /><br />The way I use it for multiple cards is to reload from one card, then another until I have distributed the funding sources. It literally takes seconds per reload, and when I am using three or more cards, it can all be done in a minute or two. Then when I need to make a purchase the entire amount is waiting. This is much faster and more efficient than purchasing multiple gift cards.<br /><br />You can also have your gift card balance automatically reloaded from a single funding source when the balance hits a low mark. I have not used that feature, but can see how convenient it would be for some folks who use gift cards the way I do.",[],B00IX1I3G6,B00IX1I3G6,AG3S4FROO422V5KP7DJCBXVUQLJQ,1424716773000,0,True,"For the way I purchase this gift card reload feature is a major convenience. I have multiple sources of cards, and sometimes want to use two to three to make a single purchase. The ability to use a gift card comes in handy in those situations, so being able to reload meets my needs perfectly. The way I use it for multiple cards is to reload from one card, then another until I have distributed the funding sources. It literally takes seconds per reload, and when I am using three or more cards, it can all be done in a minute or two. Then when I need to make a purchase the entire amount is waiting. This is much faster and more efficient than purchasing multiple gift cards. You can also have your gift card balance automatically reloaded from a single funding source when the balance hits a low mark. I have not used that feature, but can see how convenient it would be for some folks who use gift cards the way I do.",Convenient and fast - allows single purchases from multiple funding sources,"Convenient and fast - allows single purchases from multiple funding sources. For the way I purchase this gift card reload feature is a major convenience. I have multiple sources of cards, and sometimes want to use two to three to make a single purchase. The ability to use a gift card comes in handy in those situations, so being able to reload meets my needs perfectly. The way I use it for multiple cards is to reload from one card, then another until I have distributed the funding sources. It literally takes seconds per reload, and when I am using three or more cards, it can all be done in a minute or two. Then when I need to make a purchase the entire amount is waiting. This is much faster and more efficient than purchasing multiple gift cards. You can also have your gift card balance automatically reloaded from a single funding source when the balance hits a low mark. I have not used that feature, but can see how convenient it would be for some folks who use gift cards the way I do.",正面,,,
5.0,Easy and convenient,easy to apply to balance,[],B086KKT3RX,B086KKT3RX,AFQGOTZHWUUHH2I4XI6MRQ4KDMJA,1673917440342,0,True,easy to apply to balance,Easy and convenient,Easy and convenient. easy to apply to balance,正面,,,
5.0,worked,"I'm soo glad my card worked, I ordered it without looking at the reviews (it is a gift card, I didin't think anything can go wrong) and had a freak out moment when I saw all the negative reviews of empty cards or cards where you couldn't read the code. I scratched as gently as I could and the code was readable and had $50 on it. Phew!",[],B07YMZJHWT,B07YMZ5CQW,AEXCBVLSGIQSEK3UIPLMFEVN6LSQ,1579559692097,5,True,"I'm soo glad my card worked, I ordered it without looking at the reviews (it is a gift card, I didin't think anything can go wrong) and had a freak out moment when I saw all the negative reviews of empty cards or cards where you couldn't read the code. I scratched as gently as I could and the code was readable and had $50 on it. Phew!",worked,"worked. I'm soo glad my card worked, I ordered it without looking at the reviews (it is a gift card, I didin't think anything can go wrong) and had a freak out moment when I saw all the negative reviews of empty cards or cards where you couldn't read the code. I scratched as gently as I could and the code was readable and had $50 on it. Phew!",正面,,,
5.0,when you can't think of what to give.,"Another gift card.  This one also received the expected cheerful response from the recipient, but what more can you expect.  It worked.",[],B0160LI5T0,B0160LI5T0,AE747CPTU3RCQNGPY4OYSSKJHKQQ,1488083020000,0,True,"Another gift card. This one also received the expected cheerful response from the recipient, but what more can you expect. It worked.",when you can't think of what to give.,"when you can't think of what to give.. Another gift card. This one also received the expected cheerful response from the recipient, but what more can you expect. It worked.",正面,,,
5.0,"You can't review a gift card, it either works or it doesn't","It's a gift card.  How can you really review this?  I can say that the person receiving it enjoyed having it, but I can't say there really is a criteria for a review",[],B01E4QRHJ2,B00ADR2LV6,AE747CPTU3RCQNGPY4OYSSKJHKQQ,1488082272000,0,True,"It's a gift card. How can you really review this? I can say that the person receiving it enjoyed having it, but I can't say there really is a criteria for a review","You can't review a gift card, it either works or it doesn't","You can't review a gift card, it either works or it doesn't. It's a gift card. How can you really review this? I can say that the person receiving it enjoyed having it, but I can't say there really is a criteria for a review",正面,,,
5.0,Five Stars,I love the idea of reloading my gift card. It great.,[],B00IX1I3G6,B00IX1I3G6,AFPR6PF6737LYHRMIOOJALWTXDQA,1500591184293,0,True,I love the idea of reloading my gift card. It great.,Five Stars,Five Stars. I love the idea of reloading my gift card. It great.,正面,,,
5.0,Sooo cute!,Presents well!!,[],B0153R37XQ,B017T6CUS2,AF6FP5XNZKQFS7NB5WG5AAUZXATA,1577938582035,0,True,Presents well!!,Sooo cute!,Sooo cute!. Presents well!!,正面,,,
5.0,Great package,Perfect,[],B0725JM87R,B00ADR2LV6,AF6FP5XNZKQFS7NB5WG5AAUZXATA,1531272632881,0,True,Perfect,Great package,Great package. Perfect,正面,,,
5.0,Well received by recipient,Bought as a gift for last Christmas. Recipient was very pleased.,[],B01K8RJDEI,B00ADR2LV6,AED5CY57L474C37AHNRMT3BTS5LA,1564347413482,0,True,Bought as a gift for last Christmas. Recipient was very pleased.,Well received by recipient,Well received by recipient. Bought as a gift for last Christmas. Recipient was very pleased.,正面,,,
5.0,Cutest gift card box ever.,This box is cute as heck. Who doesn't want an Amazon gift card in a tiny box? Its adorable and the recipient loved it.,[],B01DCN7N0G,B005S28ZES,AHTX7RVI3UUEM3ZYAOSV7POOYZBA,1523622952702,0,True,This box is cute as heck. Who doesn't want an Amazon gift card in a tiny box? Its adorable and the recipient loved it.,Cutest gift card box ever.,Cutest gift card box ever.. This box is cute as heck. Who doesn't want an Amazon gift card in a tiny box? Its adorable and the recipient loved it.,正面,,,
5.0,Cute bear with value!:),"Nice deal, thx Amazon!",[],B01FERR5HY,B01FERR5HY,AG3JVDYPQD5TEE7WCI5OK46MSMRA,1483391649000,0,True,"Nice deal, thx Amazon!",Cute bear with value!:),"Cute bear with value!:). Nice deal, thx Amazon!",正面,,,
5.0,GOT FOR MY FRIEND'S BIRTHDAY IN JULY 2022-SHE LOVED IT!!,"My friend and her husband's favorite pizza place IS PIZZA HUT, so this was perfect for her. She's frugal as heck so will use it ""just for them,"" she told me!!",[],B07Y5ZNNGS,B07Y645G81,AFZEKJ4C3P7SSL66LQ4EHGUW4DLA,1661623864513,1,True,"My friend and her husband's favorite pizza place IS PIZZA HUT, so this was perfect for her. She's frugal as heck so will use it ""just for them,"" she told me!!",GOT FOR MY FRIEND'S BIRTHDAY IN JULY 2022-SHE LOVED IT!!,"GOT FOR MY FRIEND'S BIRTHDAY IN JULY 2022-SHE LOVED IT!!. My friend and her husband's favorite pizza place IS PIZZA HUT, so this was perfect for her. She's frugal as heck so will use it ""just for them,"" she told me!!",正面,,,
5.0,Excelente,Deposito rapido,[],B086KKT3RX,B086KKT3RX,AHGUH7IFPLOCRARPS7DEGA4VCJ4Q,1646052850671,0,True,Deposito rapido,Excelente,Excelente. Deposito rapido,正面,,,
5.0,Muy buena,Recarga rapido,[],B00IX1I3G6,B00IX1I3G6,AHGUH7IFPLOCRARPS7DEGA4VCJ4Q,1620259380123,0,True,Recarga rapido,Muy buena,Muy buena. Recarga rapido,正面,,,
5.0,Great gift!,This was a gift that was well received!!,[],B00BXLVYIM,B00BXLVXGA,AGELMF4ZNSXCEWNUH6L2RDYE3XRQ,1555696820448,0,True,This was a gift that was well received!!,Great gift!,Great gift!. This was a gift that was well received!!,正面,,,
5.0,Nice,This was a gift for gal at spa- she loves her Starbucks,[],B00FTGTM5E,B00FTGTIOE,AGELMF4ZNSXCEWNUH6L2RDYE3XRQ,1548721000778,0,True,This was a gift for gal at spa- she loves her Starbucks,Nice,Nice. This was a gift for gal at spa- she loves her Starbucks,正面,,,
5.0,Five Stars,Gave it to a co-worker as a gift- just what she wanted!,[],B00BXLW58K,B00BXLW4Q8,AGH3VPK4USBOALV4ZKEAHP7BX7ZA,1519218150571,0,True,Gave it to a co-worker as a gift- just what she wanted!,Five Stars,Five Stars. Gave it to a co-worker as a gift- just what she wanted!,正面,,,
5.0,Almost Perfect,"With Amazon offering virtually everything, Amazon Gift Cards are so great & convenient. The only thing that would them 100% perfect is if we could use our Amazon Gift Card Balance to buy Amazon Gift Cards to give as gifts to friends & family.",[],B00IX1I3G6,B00IX1I3G6,AFUHQI57RBU4SVZEM55LB2FHAPWQ,1604520995454,1,True,"With Amazon offering virtually everything, Amazon Gift Cards are so great & convenient. The only thing that would them 100% perfect is if we could use our Amazon Gift Card Balance to buy Amazon Gift Cards to give as gifts to friends & family.",Almost Perfect,"Almost Perfect. With Amazon offering virtually everything, Amazon Gift Cards are so great & convenient. The only thing that would them 100% perfect is if we could use our Amazon Gift Card Balance to buy Amazon Gift Cards to give as gifts to friends & family.",正面,,,
5.0,Five Stars,"I start everyday with coffee. Home made, DD, Starbucks. It honestly doesnt matter I just need caffeine!",[],B00NVUDIZ0,B00BXLW2AQ,AGM2DH3B7TLIX7PWYBTZSITTVWTQ,1518512995959,0,True,"I start everyday with coffee. Home made, DD, Starbucks. It honestly doesnt matter I just need caffeine!",Five Stars,"Five Stars. I start everyday with coffee. Home made, DD, Starbucks. It honestly doesnt matter I just need caffeine!",正面,,,
5.0,I mean it Subway come on Subway is awesome.,Eat Fresh! I mean it Subway come on Subway is awesome.,[],B00VINEWWK,B00BXLW5QC,AGM2DH3B7TLIX7PWYBTZSITTVWTQ,1518512944606,0,True,Eat Fresh! I mean it Subway come on Subway is awesome.,I mean it Subway come on Subway is awesome.,I mean it Subway come on Subway is awesome.. Eat Fresh! I mean it Subway come on Subway is awesome.,正面,,,
5.0,cases are lovely and no extra cost!,The gift BOXES are free and classy!,[],B0725J7VW7,B00ADR2LV6,AFFCQNWCHXTY7BANIWXLP5C2BKPA,1637399860858,0,True,The gift BOXES are free and classy!,cases are lovely and no extra cost!,cases are lovely and no extra cost!. The gift BOXES are free and classy!,正面,,,
5.0,Good,Recommend,[],B01MSBQB1P,B01MSBQB1P,AF57ANFOM7CC3AXSFNHH4HGXCTFQ,1574615232216,0,True,Recommend,Good,Good. Recommend,正面,,,
5.0,Five Stars,Great last minute gift!,[],B00BXLVIDS,B00BXLVHZM,AGTXHLHTZQ5YQQIRS7DJU4IBRWVQ,1460428195000,0,True,Great last minute gift!,Five Stars,Five Stars. Great last minute gift!,正面,,,
5.0,It worked,Not much to go wrong her,[],B00IX1I3G6,B00IX1I3G6,AFJ7NANNG7EANY2JWLOL6CPGABQQ,1586978432067,0,True,Not much to go wrong her,It worked,It worked. Not much to go wrong her,正面,,,
5.0,Worked perfectly,"I don’t really remember why we bought this so-called reload, but it certainly worked just fine on our Amazon account.",[],B086KKT3RX,B086KKT3RX,AGAKZVLD4DKHOTRVCVR3YCS7OQXQ,1663714478100,0,True,"I don’t really remember why we bought this so-called reload, but it certainly worked just fine on our Amazon account.",Worked perfectly,"Worked perfectly. I don’t really remember why we bought this so-called reload, but it certainly worked just fine on our Amazon account.",正面,,,
5.0,Useful gift card,Nice to have shipped with Prime and no charge.,[],B00BXLV784,B00BXLV67G,AHBUO2AFI46Y3SDHRMETHIGRUONQ,1438383058000,0,True,Nice to have shipped with Prime and no charge.,Useful gift card,Useful gift card. Nice to have shipped with Prime and no charge.,正面,,,
5.0,yum,yum,[],B00GOLGWVK,B00GOLGUVC,AHBUO2AFI46Y3SDHRMETHIGRUONQ,1436564903000,0,True,yum,yum,yum. yum,正面,,,
5.0,Great thing for Amazon to offer!,"I give these to my kids all the time! They’re old enough to buy their own things, but it’s always nice to have someone else buy lunch!",[],B078VSWVGY,B00BXLW5QC,AFRKVKLMCTJGCLALZIHEJSZ326SA,1577727801685,0,True,"I give these to my kids all the time! They’re old enough to buy their own things, but it’s always nice to have someone else buy lunch!",Great thing for Amazon to offer!,"Great thing for Amazon to offer!. I give these to my kids all the time! They’re old enough to buy their own things, but it’s always nice to have someone else buy lunch!",正面,,,
5.0,Five Stars,these are always a hit!,[],B00OOKDO4Q,B00OOKDO4Q,AFRKVKLMCTJGCLALZIHEJSZ326SA,1465514633000,0,True,these are always a hit!,Five Stars,Five Stars. these are always a hit!,正面,,,
5.0,Five Stars,This is a great gift idea for the person who LOVES Amazon!,[],B005ESMHN6,B005ESMHN6,AFRKVKLMCTJGCLALZIHEJSZ326SA,1461077414000,0,True,This is a great gift idea for the person who LOVES Amazon!,Five Stars,Five Stars. This is a great gift idea for the person who LOVES Amazon!,正面,,,
5.0,Yay! Gift Cards!,"Its a gift card, you can't really go wrong. Amazon makes it easy to redeem and keep up with!",[],B00IX1I3G6,B00IX1I3G6,AFBMYEQBMJ3L7VK4SEYAOO2OWJYQ,1646330252528,0,True,"Its a gift card, you can't really go wrong. Amazon makes it easy to redeem and keep up with!",Yay! Gift Cards!,"Yay! Gift Cards!. Its a gift card, you can't really go wrong. Amazon makes it easy to redeem and keep up with!",正面,,,
5.0,Great buy when on sale,Got for 40$,[],B00OOKDO4Q,B00OOKDO4Q,AHV4STJS6HC2KHCL7FJ7YMZXUUWA,1567467072910,0,True,Got for 40$,Great buy when on sale,Great buy when on sale. Got for 40$,正面,,,
5.0,Perfect for dividing up ! Used for teachers gifts,"Love having these on hand !  Perfect for spouting up and putting in cards, baskets when I need a quick gift ! Teachers love coffee and it’s always nice to let them know how appreciated they are !",[],B00FTGTM5E,B00FTGTIOE,AG7LIJ5TMA6RMLSB4IHKJNVBPSAA,1581785801053,0,True,"Love having these on hand ! Perfect for spouting up and putting in cards, baskets when I need a quick gift ! Teachers love coffee and it’s always nice to let them know how appreciated they are !",Perfect for dividing up ! Used for teachers gifts,"Perfect for dividing up ! Used for teachers gifts. Love having these on hand ! Perfect for spouting up and putting in cards, baskets when I need a quick gift ! Teachers love coffee and it’s always nice to let them know how appreciated they are !",正面,,,
5.0,Five Stars,good way of shopping,[],B00IX1I3G6,B00IX1I3G6,AF4VAHTAJUP5UY6BOZG623H7KOEA,1484089360000,0,True,good way of shopping,Five Stars,Five Stars. good way of shopping,正面,,,
5.0,Perfect For The Mailman,Great gift for the mailman!,[],B07FK7L976,B00ADR2LV6,AFXMJCVLRCGRAEC7P37FZHEB24UQ,1638194601331,0,True,Great gift for the mailman!,Perfect For The Mailman,Perfect For The Mailman. Great gift for the mailman!,正面,,,
5.0,Best Gift Ever,Can not go wrong with an Amazon gift card for any occasion. I love these things!,[],B014S24B28,B018F4M89S,AFXMJCVLRCGRAEC7P37FZHEB24UQ,1485523819000,0,True,Can not go wrong with an Amazon gift card for any occasion. I love these things!,Best Gift Ever,Best Gift Ever. Can not go wrong with an Amazon gift card for any occasion. I love these things!,正面,,,
5.0,Free money!,Why wouldn’t you use this???,[],B00IX1I3G6,B00IX1I3G6,AHDT23MUW6CO7HWMWV3EKRMK3OVQ,1581477029184,0,True,Why wouldn’t you use this???,Free money!,Free money!. Why wouldn’t you use this???,正面,,,
5.0,That 2% incentive adds up!,"Super simple to link with checking account, % back applied immediately. I like free money!",[],B00IX1I3G6,B00IX1I3G6,AGD25H7BIT2JUXSIOPYCYB23J3ZQ,1526052148589,0,True,"Super simple to link with checking account, % back applied immediately. I like free money!",That 2% incentive adds up!,"That 2% incentive adds up!. Super simple to link with checking account, % back applied immediately. I like free money!",正面,,,
5.0,Great Gift,My kids and grandkids always love Amazon gift cards. This one was for my daughter for her birthday.,[],B01C9MW8Z6,B00JFBLZ90,AHZZJQYNVZUJNPNQ737ITGEQUB4A,1549217779165,0,True,My kids and grandkids always love Amazon gift cards. This one was for my daughter for her birthday.,Great Gift,Great Gift. My kids and grandkids always love Amazon gift cards. This one was for my daughter for her birthday.,正面,,,
5.0,Christmas Present,for my granddaughter. She loves Amazon gift cards.,[],B01K8RJDEI,B00ADR2LV6,AHZZJQYNVZUJNPNQ737ITGEQUB4A,1549217404826,0,True,for my granddaughter. She loves Amazon gift cards.,Christmas Present,Christmas Present. for my granddaughter. She loves Amazon gift cards.,正面,,,
5.0,For Granddaughter,I purchased this for my Granddaughters birthday. She always loves Amazon gift cards.,[],B072P5VV4D,B00ADR2LV6,AHZZJQYNVZUJNPNQ737ITGEQUB4A,1549217254550,0,True,I purchased this for my Granddaughters birthday. She always loves Amazon gift cards.,For Granddaughter,For Granddaughter. I purchased this for my Granddaughters birthday. She always loves Amazon gift cards.,正面,,,
5.0,Can't Go Wrong,Can't go wrong with these gift cards since the receiver can choose where to use them. Big hit!,[],B076D39N8B,B00PG23QFI,AHZZJQYNVZUJNPNQ737ITGEQUB4A,1513289514970,1,True,Can't go wrong with these gift cards since the receiver can choose where to use them. Big hit!,Can't Go Wrong,Can't Go Wrong. Can't go wrong with these gift cards since the receiver can choose where to use them. Big hit!,正面,,,
